date,region,boss_id,boss_name,difficulty,participants,attempts,clears
2024-07-04,KR,BOSS001,Celestial Wyrm,HARD,4854,8492,2198
2024-07-04,KR,BOSS001,Celestial Wyrm,NIGHTMARE,1910,3400,337
2024-07-04,JP,BOSS001,Celestial Wyrm,NORMAL,8353,10550,6782
2024-07-04,JP,BOSS001,Celestial Wyrm,HARD,4193,7400,2027
2024-07-04,JP,BOSS001,Celestial Wyrm,NIGHTMARE,1761,3091,352
2024-07-04,GLOBAL_WEST,BOSS001,Celestial Wyrm,NORMAL,16575,21392,12658
2024-07-04,GLOBAL_WEST,BOSS001,Celestial Wyrm,HARD,7935,13853,3947
2024-07-04,GLOBAL_WEST,BOSS001,Celestial Wyrm,NIGHTMARE,3360,5716,671
2024-07-05,KR,BOSS001,Celestial Wyrm,NORMAL,10043,13553,7732
2024-07-05,KR,BOSS001,Celestial Wyrm,HARD,5016,8956,2355
2024-07-05,KR,BOSS001,Celestial Wyrm,NIGHTMARE,2046,3416,415
2024-07-05,JP,BOSS001,Celestial Wyrm,NORMAL,8369,11326,6457
2024-07-05,JP,BOSS001,Celestial Wyrm,HARD,4010,7016,1775
2024-07-05,JP,BOSS001,Celestial Wyrm,NIGHTMARE,1984,3533,407
2024-07-05,GLOBAL_WEST,BOSS001,Celestial Wyrm,NORMAL,16473,21385,12945
2024-07-05,GLOBAL_WEST,BOSS001,Celestial Wyrm,HARD,8160,14049,3744
2024-07-05,GLOBAL_WEST,BOSS001,Celestial Wyrm,NIGHTMARE,3613,6625,725
2024-07-06,KR,BOSS001,Celestial Wyrm,NORMAL,9891,13543,7692
2024-07-06,KR,BOSS001,Celestial Wyrm,HARD,5133,8725,2443
2024-07-06,KR,BOSS001,Celestial Wyrm,NIGHTMARE,2083,3690,362
2024-07-06,JP,BOSS001,Celestial Wyrm,NORMAL,8213,11026,6750
2024-07-06,JP,BOSS001,Celestial Wyrm,HARD,4094,7233,1912
2024-07-06,JP,BOSS001,Celestial Wyrm,NIGHTMARE,1664,2962,309
2024-07-06,GLOBAL_WEST,BOSS001,Celestial Wyrm,NORMAL,16982,23624,12915
2024-07-06,GLOBAL_WEST,BOSS001,Celestial Wyrm,HARD,8894,15579,4497
2024-07-06,GLOBAL_WEST,BOSS001,Celestial Wyrm,NIGHTMARE,3379,6129,701
2024-07-07,KR,BOSS001,Celestial Wyrm,NORMAL,9969,13151,7467
2024-07-07,KR,BOSS001,Celestial Wyrm,HARD,4603,8086,2251
2024-07-07,KR,BOSS001,Celestial Wyrm,NIGHTMARE,1697,2957,307
2024-07-07,JP,BOSS001,Celestial Wyrm,NORMAL,8385,11977,6433
2024-07-07,JP,BOSS001,Celestial Wyrm,HARD,4169,7450,1913
2024-07-07,JP,BOSS001,Celestial Wyrm,NIGHTMARE,1547,2721,323
2024-07-07,GLOBAL_WEST,BOSS001,Celestial Wyrm,NORMAL,17660,23437,13957
2024-07-07,GLOBAL_WEST,BOSS001,Celestial Wyrm,HARD,8088,13671,3841
2024-07-07,GLOBAL_WEST,BOSS001,Celestial Wyrm,NIGHTMARE,3549,6084,696
2024-07-08,KR,BOSS001,Celestial Wyrm,NORMAL,10143,13953,7708
2024-07-08,KR,BOSS001,Celestial Wyrm,HARD,4770,7984,2382
2024-07-08,KR,BOSS001,Celestial Wyrm,NIGHTMARE,1846,3340,338
2024-07-08,JP,BOSS001,Celestial Wyrm,NORMAL,8423,11543,6574
2024-07-08,JP,BOSS001,Celestial Wyrm,HARD,4244,7401,2178
2024-07-08,JP,BOSS001,Celestial Wyrm,NIGHTMARE,1381,2383,321
2024-07-08,GLOBAL_WEST,BOSS001,Celestial Wyrm,NORMAL,17175,24209,13906
2024-07-08,GLOBAL_WEST,BOSS001,Celestial Wyrm,HARD,8728,15498,4214
2024-07-08,GLOBAL_WEST,BOSS001,Celestial Wyrm,NIGHTMARE,3336,5760,631
2024-07-09,KR,BOSS001,Celestial Wyrm,NORMAL,10306,14306,7808
2024-07-09,KR,BOSS001,Celestial Wyrm,HARD,5121,9263,2374
2024-07-09,KR,BOSS001,Celestial Wyrm,NIGHTMARE,2248,3936,420
2024-07-09,JP,BOSS001,Celestial Wyrm,NORMAL,8550,11495,7083
2024-07-09,JP,BOSS001,Celestial Wyrm,HARD,4334,7625,1823
2024-07-09,JP,BOSS001,Celestial Wyrm,NIGHTMARE,1947,3395,309
2024-07-09,GLOBAL_WEST,BOSS001,Celestial Wyrm,NORMAL,17244,22562,13882
2024-07-09,GLOBAL_WEST,BOSS001,Celestial Wyrm,HARD,8874,16204,4114
2024-07-09,GLOBAL_WEST,BOSS001,Celestial Wyrm,NIGHTMARE,4245,7386,831
2024-09-04,KR,BOSS002,Crossover Demon Lord,NORMAL,8711,11670,6770
2024-09-04,KR,BOSS002,Crossover Demon Lord,HARD,4268,7253,2204
2024-09-04,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,1671,2868,382
2024-09-04,JP,BOSS002,Crossover Demon Lord,NORMAL,7715,10157,6179
2024-09-04,JP,BOSS002,Crossover Demon Lord,HARD,4012,6727,1738
2024-09-04,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1663,2847,356
2024-09-04,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,13999,18694,11114
2024-09-04,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,7583,13228,3510
2024-09-04,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,2816,4853,567
2024-09-05,KR,BOSS002,Crossover Demon Lord,NORMAL,9025,12135,6623
2024-09-05,KR,BOSS002,Crossover Demon Lord,HARD,4281,7562,2036
2024-09-05,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,1570,2705,342
2024-09-05,JP,BOSS002,Crossover Demon Lord,NORMAL,8102,11216,6310
2024-09-05,JP,BOSS002,Crossover Demon Lord,HARD,4139,7203,2022
2024-09-05,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1720,3133,306
2024-09-05,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,14973,20094,11381
2024-09-05,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,7478,13395,3687
2024-09-05,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,2912,5164,576
2024-09-06,KR,BOSS002,Crossover Demon Lord,NORMAL,9314,12780,6935
2024-09-06,KR,BOSS002,Crossover Demon Lord,HARD,5094,9174,2471
2024-09-06,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,1899,3310,309
2024-09-06,JP,BOSS002,Crossover Demon Lord,NORMAL,8096,10870,6316
2024-09-06,JP,BOSS002,Crossover Demon Lord,HARD,4019,6974,1857
2024-09-06,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1409,2438,299
2024-09-06,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,15397,20291,12175
2024-09-06,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,7605,14002,3374
2024-09-06,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,2707,4801,547
2024-09-07,KR,BOSS002,Crossover Demon Lord,NORMAL,9480,12577,7770
2024-09-07,KR,BOSS002,Crossover Demon Lord,HARD,4582,7918,2072
2024-09-07,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2076,3785,330
2024-09-07,JP,BOSS002,Crossover Demon Lord,NORMAL,8091,11209,6657
2024-09-07,JP,BOSS002,Crossover Demon Lord,HARD,3906,6799,1917
2024-09-07,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1759,3067,368
2024-09-07,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,15770,21391,11974
2024-09-07,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,8396,14701,3969
2024-09-07,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,3384,6062,778
2024-09-08,KR,BOSS002,Crossover Demon Lord,NORMAL,9469,12698,7624
2024-09-08,KR,BOSS002,Crossover Demon Lord,HARD,4958,8665,2139
2024-09-08,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,1804,3133,331
2024-09-08,JP,BOSS002,Crossover Demon Lord,NORMAL,8318,11305,6163
2024-09-08,JP,BOSS002,Crossover Demon Lord,HARD,4080,7336,1866
2024-09-08,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1535,2557,295
2024-09-08,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,16345,22811,13376
2024-09-08,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,8037,14398,3483
2024-09-08,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,3553,6017,675
2024-09-09,KR,BOSS002,Crossover Demon Lord,NORMAL,9252,12517,6880
2024-09-09,KR,BOSS002,Crossover Demon Lord,HARD,5329,9423,2443
2024-09-09,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2341,4062,396
2024-09-09,JP,BOSS002,Crossover Demon Lord,NORMAL,8442,11728,6298
2024-09-09,JP,BOSS002,Crossover Demon Lord,HARD,4023,7281,1961
2024-09-09,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1840,3143,337
2024-09-09,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,16648,22731,13549
2024-09-09,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,7803,13470,3519
2024-09-09,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,3353,5609,593
2024-09-10,KR,BOSS002,Crossover Demon Lord,NORMAL,10383,14103,8208
2024-09-10,KR,BOSS002,Crossover Demon Lord,HARD,4967,9004,2497
2024-09-10,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,1983,3501,485
2024-09-10,JP,BOSS002,Crossover Demon Lord,NORMAL,8267,11487,6515
2024-09-10,JP,BOSS002,Crossover Demon Lord,HARD,4058,7151,1929
2024-09-10,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1717,3023,235
2024-09-10,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,17656,24467,13110
2024-09-10,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,8458,14471,4117
2024-09-10,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,3587,6236,659
2024-09-11,KR,BOSS002,Crossover Demon Lord,NORMAL,10370,13857,8545
2024-09-11,KR,BOSS002,Crossover Demon Lord,HARD,5190,9516,2568
2024-09-11,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,1871,3260,379
2024-09-11,JP,BOSS002,Crossover Demon Lord,NORMAL,8588,11809,6537
2024-09-11,JP,BOSS002,Crossover Demon Lord,HARD,4064,7180,1892
2024-09-11,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1639,2862,304
2024-09-11,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,17992,23600,14199
2024-09-11,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,8698,15268,3684
2024-09-11,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,3570,6423,696
2024-09-12,KR,BOSS002,Crossover Demon Lord,NORMAL,10538,14095,8678
2024-09-12,KR,BOSS002,Crossover Demon Lord,HARD,5250,9217,2457
2024-09-12,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2217,3906,395
2024-09-12,JP,BOSS002,Crossover Demon Lord,NORMAL,8841,12175,6475
2024-09-12,JP,BOSS002,Crossover Demon Lord,HARD,4586,8139,2250
2024-09-12,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1782,2966,288
2024-09-12,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,18887,25330,15184
2024-09-12,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,9744,17077,4423
2024-09-12,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,3725,6632,662
2024-09-13,KR,BOSS002,Crossover Demon Lord,NORMAL,10769,15111,8416
2024-09-13,KR,BOSS002,Crossover Demon Lord,HARD,5087,8495,2443
2024-09-13,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2242,4110,392
2024-09-13,JP,BOSS002,Crossover Demon Lord,NORMAL,8698,10916,7008
2024-09-13,JP,BOSS002,Crossover Demon Lord,HARD,4338,7630,1892
2024-09-13,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1685,2970,317
2024-09-13,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,19518,25469,14696
2024-09-13,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,9184,15981,4473
2024-09-13,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4014,7023,699
2024-09-14,KR,BOSS002,Crossover Demon Lord,NORMAL,10960,15036,8725
2024-09-14,KR,BOSS002,Crossover Demon Lord,HARD,5506,9262,2574
2024-09-14,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,1942,3279,436
2024-09-14,JP,BOSS002,Crossover Demon Lord,NORMAL,8972,12147,6987
2024-09-14,JP,BOSS002,Crossover Demon Lord,HARD,4498,7918,2106
2024-09-14,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1944,3409,306
2024-09-14,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,19249,25486,15241
2024-09-14,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,10488,18941,5058
2024-09-14,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4347,7288,751
2024-09-15,KR,BOSS002,Crossover Demon Lord,NORMAL,11112,15202,8698
2024-09-15,KR,BOSS002,Crossover Demon Lord,HARD,5665,10019,2671
2024-09-15,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2166,3799,351
2024-09-15,JP,BOSS002,Crossover Demon Lord,NORMAL,8803,12345,7126
2024-09-15,JP,BOSS002,Crossover Demon Lord,HARD,4623,7837,2404
2024-09-15,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1722,2974,313
2024-09-15,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,20035,27055,15805
2024-09-15,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,11148,19052,4988
2024-09-15,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,3588,6438,869
2024-09-16,KR,BOSS002,Crossover Demon Lord,NORMAL,11457,15372,8866
2024-09-16,KR,BOSS002,Crossover Demon Lord,HARD,5565,9406,2434
2024-09-16,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2267,4027,392
2024-09-16,JP,BOSS002,Crossover Demon Lord,NORMAL,8951,12259,6854
2024-09-16,JP,BOSS002,Crossover Demon Lord,HARD,4681,8356,2031
2024-09-16,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1591,2764,347
2024-09-16,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,21028,28757,17176
2024-09-16,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,9827,17373,4523
2024-09-16,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4380,7520,936
2024-09-17,KR,BOSS002,Crossover Demon Lord,NORMAL,11729,16226,9157
2024-09-17,KR,BOSS002,Crossover Demon Lord,HARD,5424,9438,2608
2024-09-17,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2194,3708,395
2024-09-17,JP,BOSS002,Crossover Demon Lord,NORMAL,9104,12832,7136
2024-09-17,JP,BOSS002,Crossover Demon Lord,HARD,4614,8115,2247
2024-09-17,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1615,2949,220
2024-09-17,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,21522,28109,16727
2024-09-17,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,10322,17770,4798
2024-09-17,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4282,7582,860
2024-09-18,KR,BOSS002,Crossover Demon Lord,NORMAL,11567,15625,9332
2024-09-18,KR,BOSS002,Crossover Demon Lord,HARD,5642,9627,2315
2024-09-18,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2373,4175,347
2024-09-18,JP,BOSS002,Crossover Demon Lord,NORMAL,8976,12455,7222
2024-09-18,JP,BOSS002,Crossover Demon Lord,HARD,4727,8151,2208
2024-09-18,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1882,3244,435
2024-09-18,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,22376,29862,17049
2024-09-18,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,10693,19212,5440
2024-09-18,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4097,7223,680
2024-09-19,KR,BOSS002,Crossover Demon Lord,NORMAL,12213,15866,9270
2024-09-19,KR,BOSS002,Crossover Demon Lord,HARD,6199,10363,2978
2024-09-19,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2395,4161,465
2024-09-19,JP,BOSS002,Crossover Demon Lord,NORMAL,9152,12228,6860
2024-09-19,JP,BOSS002,Crossover Demon Lord,HARD,4858,8337,2380
2024-09-19,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1849,3228,420
2024-09-19,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,21815,30978,15987
2024-09-19,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,11055,18654,5237
2024-09-19,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4233,7327,929
2024-09-20,KR,BOSS002,Crossover Demon Lord,NORMAL,12026,16353,9592
2024-09-20,KR,BOSS002,Crossover Demon Lord,HARD,5975,10447,3117
2024-09-20,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2533,4645,423
2024-09-20,JP,BOSS002,Crossover Demon Lord,NORMAL,9207,12045,7321
2024-09-20,JP,BOSS002,Crossover Demon Lord,HARD,4696,8008,2328
2024-09-20,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1844,3113,316
2024-09-20,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,21921,29841,17283
2024-09-20,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,10506,18471,5141
2024-09-20,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4645,8208,891
2024-09-21,KR,BOSS002,Crossover Demon Lord,NORMAL,12162,16175,9031
2024-09-21,KR,BOSS002,Crossover Demon Lord,HARD,6153,10232,3053
2024-09-21,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2483,4443,462
2024-09-21,JP,BOSS002,Crossover Demon Lord,NORMAL,9789,12956,7620
2024-09-21,JP,BOSS002,Crossover Demon Lord,HARD,4689,8189,2191
2024-09-21,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1853,3389,295
2024-09-21,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,22794,31671,18148
2024-09-21,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,11875,20673,5346
2024-09-21,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4613,7973,834
2024-09-22,KR,BOSS002,Crossover Demon Lord,NORMAL,12653,16734,9628
2024-09-22,KR,BOSS002,Crossover Demon Lord,HARD,6489,11649,3106
2024-09-22,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2611,4712,515
2024-09-22,JP,BOSS002,Crossover Demon Lord,NORMAL,9477,12638,7674
2024-09-22,JP,BOSS002,Crossover Demon Lord,HARD,4818,8443,2329
2024-09-22,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,2128,3723,378
2024-09-22,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,23016,30464,18244
2024-09-22,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,12460,21891,5598
2024-09-22,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4661,8050,1011
2024-09-23,KR,BOSS002,Crossover Demon Lord,NORMAL,12108,16448,9180
2024-09-23,KR,BOSS002,Crossover Demon Lord,HARD,6311,10988,2910
2024-09-23,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2689,4677,555
2024-09-23,JP,BOSS002,Crossover Demon Lord,NORMAL,9467,12438,7762
2024-09-23,JP,BOSS002,Crossover Demon Lord,HARD,5113,8682,2474
2024-09-23,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,2075,3661,328
2024-09-23,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,23686,31420,18584
2024-09-23,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,11535,20393,5170
2024-09-23,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,5411,9479,1114
2024-09-24,KR,BOSS002,Crossover Demon Lord,NORMAL,13004,17455,9154
2024-09-24,KR,BOSS002,Crossover Demon Lord,HARD,5661,10404,2406
2024-09-24,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,2428,4378,532
2024-09-24,JP,BOSS002,Crossover Demon Lord,NORMAL,9950,13997,7949
2024-09-24,JP,BOSS002,Crossover Demon Lord,HARD,4973,8870,2449
2024-09-24,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1996,3582,379
2024-09-24,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,23571,31410,18270
2024-09-24,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,11980,20994,5329
